,ID_Venta,Fecha,ID_Cliente,ID_Producto,Cantidad,Método_Pago,Estado,Semana,Mes,Dia_Semana,Trimestre,Nombre_producto,Categoría,Precio_Unitario,Stock,Venta_Total
1352,2411,2024-06-27,178,24,2,5,Completa,26,6,Thursday,2,Empanadas,Congelados,13.54,2908,27.08
1353,2516,2024-06-27,268,17,4,5,Completa,26,6,Thursday,2,Manzanas,Frutas y Verduras,6.54,3383,26.16
1354,2671,2024-06-27,36,24,1,5,Completa,26,6,Thursday,2,Empanadas,Congelados,13.54,2908,13.54
1355,2881,2024-06-27,163,9,5,3,Completa,26,6,Thursday,2,Pollo,Carnicería,18.56,4051,92.8
1356,268,2024-06-28,119,32,5,1,Completa,26,6,Friday,2,Galletitas de chocolate,Galletitas y Snacks,6.25,5057,31.25
1357,819,2024-06-28,252,2,4,1,Completa,26,6,Friday,2,Yogur,Lácteos,5.21,3358,20.84
1358,866,2024-06-28,46,33,2,5,Completa,26,6,Friday,2,Papas chips,Galletitas y Snacks,8.54,2837,17.08
1359,1695,2024-06-28,103,16,5,3,Completa,26,6,Friday,2,Tortas,Panadería,15.23,3189,76.15
1360,1766,2024-06-28,46,11,6,4,Completa,26,6,Friday,2,Salchicha,Carnicería,11.23,1726,67.38
1361,1950,2024-06-28,111,15,5,1,Pendiente,26,6,Friday,2,Medialunas,Panadería,3.51,4043,17.549999999999997
1362,1980,2024-06-28,160,30,4,5,Pendiente,26,6,Friday,2,Vino tinto,Bebidas,13.54,1363,54.16
1363,2330,2024-06-28,254,12,4,3,Completa,26,6,Friday,2,Pan francés,Panadería,8.12,1619,32.48
1364,2946,2024-06-28,296,11,6,5,Pendiente,26,6,Friday,2,Salchicha,Carnicería,11.23,1726,67.38
1365,21,2024-06-29,184,27,2,1,Completa,26,6,Saturday,2,Agua mineral,Bebidas,6.21,4978,12.42
1366,754,2024-06-29,216,23,4,3,Completa,26,6,Saturday,2,Papas fritas,Congelados,8.23,3731,32.92
1367,825,2024-06-29,120,29,6,4,Completa,26,6,Saturday,2,Cerveza,Bebidas,11.54,2455,69.24
1368,1329,2024-06-29,233,27,6,1,Completa,26,6,Saturday,2,Agua mineral,Bebidas,6.21,4978,37.26
1369,1384,2024-06-29,62,30,4,3,Completa,26,6,Saturday,2,Vino tinto,Bebidas,13.54,1363,54.16
1370,1452,2024-06-29,56,20,1,4,Completa,26,6,Saturday,2,Lechugas,Frutas y Verduras,4.25,1541,4.25
1371,1462,2024-06-29,86,11,5,5,Completa,26,6,Saturday,2,Salchicha,Carnicería,11.23,1726,56.150000000000006
1372,1658,2024-06-29,193,1,3,1,Completa,26,6,Saturday,2,Leche,Lácteos,12.24,3327,36.72
1373,1693,2024-06-29,68,6,2,4,Completa,26,6,Saturday,2,Asado,Carnicería,28.56,5137,57.12
1374,1797,2024-06-29,192,4,6,5,Completa,26,6,Saturday,2,Queso rallado,Lácteos,19.23,2099,115.38
1375,1849,2024-06-29,30,30,3,4,Pendiente,26,6,Saturday,2,Vino tinto,Bebidas,13.54,1363,40.62
1376,2399,2024-06-29,73,37,2,1,Pendiente,26,6,Saturday,2,Garbanzos,Conservas,3.65,1506,7.3
1377,2721,2024-06-29,29,20,2,4,Completa,26,6,Saturday,2,Lechugas,Frutas y Verduras,4.25,1541,8.5
1378,79,2024-06-30,133,24,4,4,Pendiente,26,6,Sunday,2,Empanadas,Congelados,13.54,2908,54.16
1379,599,2024-06-30,61,37,6,4,Completa,26,6,Sunday,2,Garbanzos,Conservas,3.65,1506,21.9
1380,920,2024-06-30,50,33,1,1,Completa,26,6,Sunday,2,Papas chips,Galletitas y Snacks,8.54,2837,8.54
1381,1260,2024-06-30,115,25,2,4,Completa,26,6,Sunday,2,Pizza congelada,Congelados,15.45,1640,30.9
1382,1851,2024-06-30,318,35,5,4,Pendiente,26,6,Sunday,2,Arroz,Conservas,4.25,1437,21.25
1383,2070,2024-06-30,89,17,1,1,Completa,26,6,Sunday,2,Manzanas,Frutas y Verduras,6.54,3383,6.54
1384,2314,2024-06-30,171,28,6,3,Completa,26,6,Sunday,2,Jugos de frutas,Bebidas,9.45,3637,56.699999999999996
1385,2396,2024-06-30,176,2,3,2,Completa,26,6,Sunday,2,Yogur,Lácteos,5.21,3358,15.629999999999999
1386,2462,2024-06-30,102,37,4,2,Pendiente,26,6,Sunday,2,Garbanzos,Conservas,3.65,1506,14.6
1387,2609,2024-06-30,148,12,6,3,Completa,26,6,Sunday,2,Pan francés,Panadería,8.12,1619,48.72
1388,2663,2024-06-30,251,11,4,5,Pendiente,26,6,Sunday,2,Salchicha,Carnicería,11.23,1726,44.92
1389,2766,2024-06-30,185,37,1,1,Completa,26,6,Sunday,2,Garbanzos,Conservas,3.65,1506,3.65
1390,507,2024-07-01,73,38,6,5,Completa,27,7,Monday,3,Atún enlatado,Conservas,6.21,2182,37.26
1391,804,2024-07-01,154,10,2,5,Pendiente,27,7,Monday,3,Costilla de cerdo,Carnicería,14.25,2429,28.5
1392,1052,2024-07-01,219,18,1,3,Pendiente,27,7,Monday,3,Bananas,Frutas y Verduras,7.25,4720,7.25
1393,1159,2024-07-01,233,21,2,1,Completa,27,7,Monday,3,Zanahorias,Frutas y Verduras,3.25,2800,6.5
1394,1186,2024-07-01,24,23,6,4,Completa,27,7,Monday,3,Papas fritas,Congelados,8.23,3731,49.38
1395,2393,2024-07-01,58,15,4,1,Completa,27,7,Monday,3,Medialunas,Panadería,3.51,4043,14.04
1396,2672,2024-07-01,49,24,6,3,Completa,27,7,Monday,3,Empanadas,Congelados,13.54,2908,81.24
1397,201,2024-07-02,141,14,3,4,Completa,27,7,Tuesday,3,Facturas,Panadería,12.36,3125,37.08
1398,219,2024-07-02,24,23,6,4,Completa,27,7,Tuesday,3,Papas fritas,Congelados,8.23,3731,49.38
1399,306,2024-07-02,14,38,2,5,Completa,27,7,Tuesday,3,Atún enlatado,Conservas,6.21,2182,12.42
1400,474,2024-07-02,25,18,3,4,Completa,27,7,Tuesday,3,Bananas,Frutas y Verduras,7.25,4720,21.75
1401,1005,2024-07-02,131,4,6,5,Completa,27,7,Tuesday,3,Queso rallado,Lácteos,19.23,2099,115.38
1402,1746,2024-07-02,269,5,4,5,Completa,27,7,Tuesday,3,Manteca,Lácteos,5.65,4929,22.6
1403,1798,2024-07-02,167,35,6,5,Completa,27,7,Tuesday,3,Arroz,Conservas,4.25,1437,25.5
1404,1897,2024-07-02,57,37,2,4,Pendiente,27,7,Tuesday,3,Garbanzos,Conservas,3.65,1506,7.3
1405,2150,2024-07-02,214,25,5,5,Completa,27,7,Tuesday,3,Pizza congelada,Congelados,15.45,1640,77.25
1406,2194,2024-07-02,157,8,2,1,Completa,27,7,Tuesday,3,Milanesa,Carnicería,16.21,3140,32.42
1407,2224,2024-07-02,286,28,3,4,Pendiente,27,7,Tuesday,3,Jugos de frutas,Bebidas,9.45,3637,28.349999999999998
1408,2787,2024-07-02,249,28,4,5,Completa,27,7,Tuesday,3,Jugos de frutas,Bebidas,9.45,3637,37.8
1409,2916,2024-07-02,268,17,6,4,Completa,27,7,Tuesday,3,Manzanas,Frutas y Verduras,6.54,3383,39.24
1410,528,2024-07-03,93,37,2,3,Completa,27,7,Wednesday,3,Garbanzos,Conservas,3.65,1506,7.3
1411,2034,2024-07-03,15,24,1,5,Completa,27,7,Wednesday,3,Empanadas,Congelados,13.54,2908,13.54
1412,2077,2024-07-03,62,21,6,4,Completa,27,7,Wednesday,3,Zanahorias,Frutas y Verduras,3.25,2800,19.5
1413,2503,2024-07-03,205,1,3,3,Completa,27,7,Wednesday,3,Leche,Lácteos,12.24,3327,36.72
1414,2526,2024-07-03,246,3,4,5,Pendiente,27,7,Wednesday,3,Queso cremoso,Lácteos,17.23,3167,68.92
1415,2574,2024-07-03,62,2,3,5,Pendiente,27,7,Wednesday,3,Yogur,Lácteos,5.21,3358,15.629999999999999
1416,2996,2024-07-03,22,17,4,5,Completa,27,7,Wednesday,3,Manzanas,Frutas y Verduras,6.54,3383,26.16
1417,24,2024-07-04,184,37,4,3,Completa,27,7,Thursday,3,Garbanzos,Conservas,3.65,1506,14.6
1418,288,2024-07-04,88,32,3,4,Completa,27,7,Thursday,3,Galletitas de chocolate,Galletitas y Snacks,6.25,5057,18.75
1419,364,2024-07-04,128,34,1,5,Completa,27,7,Thursday,3,Maníes,Galletitas y Snacks,5.45,4769,5.45
1420,700,2024-07-04,134,8,3,1,Completa,27,7,Thursday,3,Milanesa,Carnicería,16.21,3140,48.63
1421,883,2024-07-04,222,2,2,5,Completa,27,7,Thursday,3,Yogur,Lácteos,5.21,3358,10.42
1422,1036,2024-07-04,230,30,2,5,Completa,27,7,Thursday,3,Vino tinto,Bebidas,13.54,1363,27.08
1423,1594,2024-07-04,253,4,1,1,Cancelada,27,7,Thursday,3,Queso rallado,Lácteos,19.23,2099,19.23
1424,1896,2024-07-04,302,19,6,1,Completa,27,7,Thursday,3,Tomates,Frutas y Verduras,6.54,4041,39.24
1425,2035,2024-07-04,225,18,6,1,Completa,27,7,Thursday,3,Bananas,Frutas y Verduras,7.25,4720,43.5
1426,2191,2024-07-04,80,12,4,3,Completa,27,7,Thursday,3,Pan francés,Panadería,8.12,1619,32.48
1427,2715,2024-07-04,159,4,1,3,Completa,27,7,Thursday,3,Queso rallado,Lácteos,19.23,2099,19.23
1428,184,2024-07-05,150,34,6,1,Completa,27,7,Friday,3,Maníes,Galletitas y Snacks,5.45,4769,32.7
1429,802,2024-07-05,214,1,6,5,Pendiente,27,7,Friday,3,Leche,Lácteos,12.24,3327,73.44
1430,1372,2024-07-05,41,23,4,4,Pendiente,27,7,Friday,3,Papas fritas,Congelados,8.23,3731,32.92
1431,1411,2024-07-05,75,35,6,3,Completa,27,7,Friday,3,Arroz,Conservas,4.25,1437,25.5
1432,1839,2024-07-05,197,23,3,2,Completa,27,7,Friday,3,Papas fritas,Congelados,8.23,3731,24.69
1433,2529,2024-07-05,77,31,1,5,Completa,27,7,Friday,3,Galletitas de agua,Galletitas y Snacks,5.24,2771,5.24
1434,2624,2024-07-05,52,3,3,3,Completa,27,7,Friday,3,Queso cremoso,Lácteos,17.23,3167,51.69
1435,2872,2024-07-05,277,27,3,4,Pendiente,27,7,Friday,3,Agua mineral,Bebidas,6.21,4978,18.63
1436,67,2024-07-06,120,18,2,5,Completa,27,7,Saturday,3,Bananas,Frutas y Verduras,7.25,4720,14.5
1437,130,2024-07-06,273,29,4,1,Completa,27,7,Saturday,3,Cerveza,Bebidas,11.54,2455,46.16
1438,181,2024-07-06,143,34,6,1,Completa,27,7,Saturday,3,Maníes,Galletitas y Snacks,5.45,4769,32.7
1439,644,2024-07-06,232,9,5,2,Pendiente,27,7,Saturday,3,Pollo,Carnicería,18.56,4051,92.8
1440,960,2024-07-06,200,4,2,4,Completa,27,7,Saturday,3,Queso rallado,Lácteos,19.23,2099,38.46
1441,1091,2024-07-06,250,15,5,4,Completa,27,7,Saturday,3,Medialunas,Panadería,3.51,4043,17.549999999999997
1442,1338,2024-07-06,60,4,3,4,Completa,27,7,Saturday,3,Queso rallado,Lácteos,19.23,2099,57.69
1443,1626,2024-07-06,171,36,3,1,Completa,27,7,Saturday,3,Lentejas,Conservas,3.25,4578,9.75
1444,2168,2024-07-06,38,18,5,3,Completa,27,7,Saturday,3,Bananas,Frutas y Verduras,7.25,4720,36.25
1445,2430,2024-07-06,264,9,4,5,Completa,27,7,Saturday,3,Pollo,Carnicería,18.56,4051,74.24
1446,2900,2024-07-06,152,12,5,4,Completa,27,7,Saturday,3,Pan francés,Panadería,8.12,1619,40.599999999999994
1447,2976,2024-07-06,214,29,5,3,Completa,27,7,Saturday,3,Cerveza,Bebidas,11.54,2455,57.699999999999996
1448,13,2024-07-07,75,32,4,4,Completa,27,7,Sunday,3,Galletitas de chocolate,Galletitas y Snacks,6.25,5057,25.0
1449,536,2024-07-07,117,16,1,5,Completa,27,7,Sunday,3,Tortas,Panadería,15.23,3189,15.23
1450,551,2024-07-07,146,7,6,4,Completa,27,7,Sunday,3,Chorizo,Carnicería,11.25,4068,67.5
1451,688,2024-07-07,82,23,6,1,Pendiente,27,7,Sunday,3,Papas fritas,Congelados,8.23,3731,49.38
1452,957,2024-07-07,198,17,5,4,Completa,27,7,Sunday,3,Manzanas,Frutas y Verduras,6.54,3383,32.7
1453,975,2024-07-07,40,34,6,4,Completa,27,7,Sunday,3,Maníes,Galletitas y Snacks,5.45,4769,32.7
1454,981,2024-07-07,33,17,6,5,Completa,27,7,Sunday,3,Manzanas,Frutas y Verduras,6.54,3383,39.24
1455,1309,2024-07-07,4,24,3,5,Pendiente,27,7,Sunday,3,Empanadas,Congelados,13.54,2908,40.62
1456,1632,2024-07-07,224,38,1,1,Completa,27,7,Sunday,3,Atún enlatado,Conservas,6.21,2182,6.21
1457,1813,2024-07-07,90,35,1,3,Pendiente,27,7,Sunday,3,Arroz,Conservas,4.25,1437,4.25
1458,2198,2024-07-07,213,13,1,2,Completa,27,7,Sunday,3,Pan integral,Panadería,12.56,2228,12.56
1459,2832,2024-07-07,171,31,2,4,Completa,27,7,Sunday,3,Galletitas de agua,Galletitas y Snacks,5.24,2771,10.48
1460,2958,2024-07-07,142,12,6,5,Completa,27,7,Sunday,3,Pan francés,Panadería,8.12,1619,48.72
1462,663,2024-07-08,183,18,2,5,Completa,28,7,Monday,3,Bananas,Frutas y Verduras,7.25,4720,14.5
1463,746,2024-07-08,47,32,4,4,Pendiente,28,7,Monday,3,Galletitas de chocolate,Galletitas y Snacks,6.25,5057,25.0
1464,1123,2024-07-08,164,9,5,4,Completa,28,7,Monday,3,Pollo,Carnicería,18.56,4051,92.8
1465,1944,2024-07-08,130,1,6,5,Completa,28,7,Monday,3,Leche,Lácteos,12.24,3327,73.44
1466,1989,2024-07-08,274,17,2,3,Completa,28,7,Monday,3,Manzanas,Frutas y Verduras,6.54,3383,13.08
1467,2256,2024-07-08,242,31,5,2,Completa,28,7,Monday,3,Galletitas de agua,Galletitas y Snacks,5.24,2771,26.200000000000003
1468,97,2024-07-09,103,19,1,4,Pendiente,28,7,Tuesday,3,Tomates,Frutas y Verduras,6.54,4041,6.54
1469,212,2024-07-09,75,9,2,4,Pendiente,28,7,Tuesday,3,Pollo,Carnicería,18.56,4051,37.12
1470,372,2024-07-09,15,1,3,5,Completa,28,7,Tuesday,3,Leche,Lácteos,12.24,3327,36.72
1471,457,2024-07-09,154,31,5,5,Pendiente,28,7,Tuesday,3,Galletitas de agua,Galletitas y Snacks,5.24,2771,26.200000000000003
1472,557,2024-07-09,208,8,3,5,Completa,28,7,Tuesday,3,Milanesa,Carnicería,16.21,3140,48.63
1473,798,2024-07-09,10,24,5,4,Completa,28,7,Tuesday,3,Empanadas,Congelados,13.54,2908,67.69999999999999
1474,1103,2024-07-09,10,34,6,5,Completa,28,7,Tuesday,3,Maníes,Galletitas y Snacks,5.45,4769,32.7
1475,1176,2024-07-09,253,34,6,5,Completa,28,7,Tuesday,3,Maníes,Galletitas y Snacks,5.45,4769,32.7
1476,1475,2024-07-09,39,33,5,5,Completa,28,7,Tuesday,3,Papas chips,Galletitas y Snacks,8.54,2837,42.699999999999996
1477,1541,2024-07-09,184,13,2,5,Pendiente,28,7,Tuesday,3,Pan integral,Panadería,12.56,2228,25.12
1478,1790,2024-07-09,225,30,2,2,Completa,28,7,Tuesday,3,Vino tinto,Bebidas,13.54,1363,27.08
1479,1941,2024-07-09,133,13,2,4,Pendiente,28,7,Tuesday,3,Pan integral,Panadería,12.56,2228,25.12
1480,2064,2024-07-09,306,30,5,4,Completa,28,7,Tuesday,3,Vino tinto,Bebidas,13.54,1363,67.69999999999999
1481,2432,2024-07-09,190,20,2,5,Pendiente,28,7,Tuesday,3,Lechugas,Frutas y Verduras,4.25,1541,8.5
1482,2536,2024-07-09,194,29,3,3,Completa,28,7,Tuesday,3,Cerveza,Bebidas,11.54,2455,34.62
1483,2629,2024-07-09,233,19,1,4,Pendiente,28,7,Tuesday,3,Tomates,Frutas y Verduras,6.54,4041,6.54
1484,2639,2024-07-09,228,35,5,5,Completa,28,7,Tuesday,3,Arroz,Conservas,4.25,1437,21.25
1485,2727,2024-07-09,167,17,1,3,Completa,28,7,Tuesday,3,Manzanas,Frutas y Verduras,6.54,3383,6.54
1486,2788,2024-07-09,18,25,3,4,Completa,28,7,Tuesday,3,Pizza congelada,Congelados,15.45,1640,46.349999999999994
1487,2822,2024-07-09,27,14,1,1,Completa,28,7,Tuesday,3,Facturas,Panadería,12.36,3125,12.36
1488,1393,2024-07-10,121,27,5,3,Completa,28,7,Wednesday,3,Agua mineral,Bebidas,6.21,4978,31.05
1489,1628,2024-07-10,307,35,2,4,Completa,28,7,Wednesday,3,Arroz,Conservas,4.25,1437,8.5
1490,2414,2024-07-10,97,19,3,2,Completa,28,7,Wednesday,3,Tomates,Frutas y Verduras,6.54,4041,19.62
1491,2857,2024-07-10,111,25,3,5,Completa,28,7,Wednesday,3,Pizza congelada,Congelados,15.45,1640,46.349999999999994
1492,848,2024-07-11,227,1,3,3,Pendiente,28,7,Thursday,3,Leche,Lácteos,12.24,3327,36.72
1493,1388,2024-07-11,79,5,3,4,Completa,28,7,Thursday,3,Manteca,Lácteos,5.65,4929,16.950000000000003
1494,1514,2024-07-11,156,14,1,4,Completa,28,7,Thursday,3,Facturas,Panadería,12.36,3125,12.36
1495,1611,2024-07-11,297,8,2,4,Completa,28,7,Thursday,3,Milanesa,Carnicería,16.21,3140,32.42
1496,2254,2024-07-11,303,10,2,3,Pendiente,28,7,Thursday,3,Costilla de cerdo,Carnicería,14.25,2429,28.5
1497,2255,2024-07-11,180,35,5,1,Completa,28,7,Thursday,3,Arroz,Conservas,4.25,1437,21.25
1498,2290,2024-07-11,216,19,3,5,Pendiente,28,7,Thursday,3,Tomates,Frutas y Verduras,6.54,4041,19.62
1499,2496,2024-07-11,262,5,3,4,Completa,28,7,Thursday,3,Manteca,Lácteos,5.65,4929,16.950000000000003
1500,2930,2024-07-11,198,30,4,4,Completa,28,7,Thursday,3,Vino tinto,Bebidas,13.54,1363,54.16
1501,2932,2024-07-11,313,23,1,5,Completa,28,7,Thursday,3,Papas fritas,Congelados,8.23,3731,8.23
1502,2963,2024-07-11,9,16,4,5,Completa,28,7,Thursday,3,Tortas,Panadería,15.23,3189,60.92
1503,560,2024-07-12,300,23,1,5,Completa,28,7,Friday,3,Papas fritas,Congelados,8.23,3731,8.23
1504,646,2024-07-12,25,27,5,4,Completa,28,7,Friday,3,Agua mineral,Bebidas,6.21,4978,31.05
1505,1077,2024-07-12,268,34,4,4,Completa,28,7,Friday,3,Maníes,Galletitas y Snacks,5.45,4769,21.8
1506,1262,2024-07-12,313,21,2,5,Pendiente,28,7,Friday,3,Zanahorias,Frutas y Verduras,3.25,2800,6.5
1507,1459,2024-07-12,176,37,5,2,Completa,28,7,Friday,3,Garbanzos,Conservas,3.65,1506,18.25
1508,1476,2024-07-12,12,26,3,1,Completa,28,7,Friday,3,Hamburgesas congeladas,Congelados,9.54,1688,28.619999999999997
1509,1676,2024-07-12,324,36,5,4,Completa,28,7,Friday,3,Lentejas,Conservas,3.25,4578,16.25
1510,1729,2024-07-12,118,33,6,4,Completa,28,7,Friday,3,Papas chips,Galletitas y Snacks,8.54,2837,51.239999999999995
1511,1791,2024-07-12,250,16,4,4,Completa,28,7,Friday,3,Tortas,Panadería,15.23,3189,60.92
1512,2768,2024-07-12,307,13,1,3,Completa,28,7,Friday,3,Pan integral,Panadería,12.56,2228,12.56
1513,143,2024-07-13,184,31,6,2,Completa,28,7,Saturday,3,Galletitas de agua,Galletitas y Snacks,5.24,2771,31.44
1514,776,2024-07-13,175,6,6,4,Completa,28,7,Saturday,3,Asado,Carnicería,28.56,5137,171.35999999999999
1515,1440,2024-07-13,278,16,1,1,Completa,28,7,Saturday,3,Tortas,Panadería,15.23,3189,15.23
1516,2052,2024-07-13,322,19,4,4,Completa,28,7,Saturday,3,Tomates,Frutas y Verduras,6.54,4041,26.16
1517,2743,2024-07-13,251,5,5,4,Completa,28,7,Saturday,3,Manteca,Lácteos,5.65,4929,28.25
1518,246,2024-07-14,171,26,3,2,Completa,28,7,Sunday,3,Hamburgesas congeladas,Congelados,9.54,1688,28.619999999999997
1519,391,2024-07-14,34,16,3,5,Completa,28,7,Sunday,3,Tortas,Panadería,15.23,3189,45.69
1520,473,2024-07-14,229,29,4,4,Completa,28,7,Sunday,3,Cerveza,Bebidas,11.54,2455,46.16
1521,619,2024-07-14,121,35,2,4,Completa,28,7,Sunday,3,Arroz,Conservas,4.25,1437,8.5
1522,1397,2024-07-14,112,13,2,1,Completa,28,7,Sunday,3,Pan integral,Panadería,12.56,2228,25.12
1523,1620,2024-07-14,267,32,2,4,Completa,28,7,Sunday,3,Galletitas de chocolate,Galletitas y Snacks,6.25,5057,12.5
1524,1778,2024-07-14,208,19,4,3,Completa,28,7,Sunday,3,Tomates,Frutas y Verduras,6.54,4041,26.16
1525,2342,2024-07-14,180,22,6,4,Completa,28,7,Sunday,3,Cebolla,Frutas y Verduras,4.21,3545,25.259999999999998
1526,2886,2024-07-14,67,19,1,1,Completa,28,7,Sunday,3,Tomates,Frutas y Verduras,6.54,4041,6.54
1527,548,2024-07-15,229,30,6,5,Pendiente,29,7,Monday,3,Vino tinto,Bebidas,13.54,1363,81.24
1528,2083,2024-07-15,44,6,2,4,Completa,29,7,Monday,3,Asado,Carnicería,28.56,5137,57.12
1529,2577,2024-07-15,240,11,3,2,Completa,29,7,Monday,3,Salchicha,Carnicería,11.23,1726,33.69
1530,48,2024-07-16,13,4,2,3,Pendiente,29,7,Tuesday,3,Queso rallado,Lácteos,19.23,2099,38.46
1531,74,2024-07-16,125,19,4,5,Pendiente,29,7,Tuesday,3,Tomates,Frutas y Verduras,6.54,4041,26.16
1532,648,2024-07-16,198,35,6,1,Pendiente,29,7,Tuesday,3,Arroz,Conservas,4.25,1437,25.5
1533,893,2024-07-16,183,29,4,3,Completa,29,7,Tuesday,3,Cerveza,Bebidas,11.54,2455,46.16
1534,1345,2024-07-16,149,27,1,4,Completa,29,7,Tuesday,3,Agua mineral,Bebidas,6.21,4978,6.21
1535,1400,2024-07-16,299,22,4,4,Completa,29,7,Tuesday,3,Cebolla,Frutas y Verduras,4.21,3545,16.84
1536,1871,2024-07-16,184,20,1,5,Completa,29,7,Tuesday,3,Lechugas,Frutas y Verduras,4.25,1541,4.25
1537,2158,2024-07-16,148,38,3,4,Pendiente,29,7,Tuesday,3,Atún enlatado,Conservas,6.21,2182,18.63
1538,412,2024-07-17,170,9,1,4,Completa,29,7,Wednesday,3,Pollo,Carnicería,18.56,4051,18.56
1539,671,2024-07-17,286,22,1,1,Pendiente,29,7,Wednesday,3,Cebolla,Frutas y Verduras,4.21,3545,4.21
1540,768,2024-07-17,168,19,5,3,Completa,29,7,Wednesday,3,Tomates,Frutas y Verduras,6.54,4041,32.7
1541,974,2024-07-17,175,23,2,5,Completa,29,7,Wednesday,3,Papas fritas,Congelados,8.23,3731,16.46
1542,1093,2024-07-17,52,36,3,1,Completa,29,7,Wednesday,3,Lentejas,Conservas,3.25,4578,9.75
1543,1335,2024-07-17,33,28,4,4,Completa,29,7,Wednesday,3,Jugos de frutas,Bebidas,9.45,3637,37.8
1544,1664,2024-07-17,17,11,2,4,Pendiente,29,7,Wednesday,3,Salchicha,Carnicería,11.23,1726,22.46
1545,1898,2024-07-17,261,20,4,4,Completa,29,7,Wednesday,3,Lechugas,Frutas y Verduras,4.25,1541,17.0
1546,2061,2024-07-17,318,30,2,4,Completa,29,7,Wednesday,3,Vino tinto,Bebidas,13.54,1363,27.08
1547,2133,2024-07-17,92,13,6,3,Completa,29,7,Wednesday,3,Pan integral,Panadería,12.56,2228,75.36
1548,2139,2024-07-17,234,18,6,4,Completa,29,7,Wednesday,3,Bananas,Frutas y Verduras,7.25,4720,43.5
1549,2321,2024-07-17,34,20,6,4,Completa,29,7,Wednesday,3,Lechugas,Frutas y Verduras,4.25,1541,25.5
1551,489,2024-07-18,152,27,6,5,Completa,29,7,Thursday,3,Agua mineral,Bebidas,6.21,4978,37.26
1552,519,2024-07-18,174,38,3,1,Completa,29,7,Thursday,3,Atún enlatado,Conservas,6.21,2182,18.63
1553,549,2024-07-18,211,4,3,5,Pendiente,29,7,Thursday,3,Queso rallado,Lácteos,19.23,2099,57.69
1554,1216,2024-07-18,123,23,6,3,Completa,29,7,Thursday,3,Papas fritas,Congelados,8.23,3731,49.38
1555,1305,2024-07-18,134,38,1,3,Completa,29,7,Thursday,3,Atún enlatado,Conservas,6.21,2182,6.21
1556,1493,2024-07-18,291,15,4,5,Completa,29,7,Thursday,3,Medialunas,Panadería,3.51,4043,14.04
1557,2412,2024-07-18,5,36,3,1,Completa,29,7,Thursday,3,Lentejas,Conservas,3.25,4578,9.75
1558,2902,2024-07-18,325,32,3,5,Completa,29,7,Thursday,3,Galletitas de chocolate,Galletitas y Snacks,6.25,5057,18.75
1559,148,2024-07-19,50,9,6,2,Completa,29,7,Friday,3,Pollo,Carnicería,18.56,4051,111.35999999999999
1560,241,2024-07-19,158,7,5,3,Pendiente,29,7,Friday,3,Chorizo,Carnicería,11.25,4068,56.25
1561,335,2024-07-19,277,11,2,4,Pendiente,29,7,Friday,3,Salchicha,Carnicería,11.23,1726,22.46
1562,977,2024-07-19,25,12,1,1,Completa,29,7,Friday,3,Pan francés,Panadería,8.12,1619,8.12
1563,1395,2024-07-19,265,3,4,4,Pendiente,29,7,Friday,3,Queso cremoso,Lácteos,17.23,3167,68.92
1564,1546,2024-07-19,283,10,1,3,Completa,29,7,Friday,3,Costilla de cerdo,Carnicería,14.25,2429,14.25
1565,2474,2024-07-19,188,19,3,4,Pendiente,29,7,Friday,3,Tomates,Frutas y Verduras,6.54,4041,19.62
1566,2557,2024-07-19,156,7,1,1,Completa,29,7,Friday,3,Chorizo,Carnicería,11.25,4068,11.25
1567,2652,2024-07-19,247,23,1,1,Completa,29,7,Friday,3,Papas fritas,Congelados,8.23,3731,8.23
1568,2800,2024-07-19,226,8,4,2,Completa,29,7,Friday,3,Milanesa,Carnicería,16.21,3140,64.84
1569,2811,2024-07-19,253,26,6,5,Completa,29,7,Friday,3,Hamburgesas congeladas,Congelados,9.54,1688,57.239999999999995
1570,2830,2024-07-19,11,27,1,5,Completa,29,7,Friday,3,Agua mineral,Bebidas,6.21,4978,6.21
1571,2966,2024-07-19,203,37,4,4,Completa,29,7,Friday,3,Garbanzos,Conservas,3.65,1506,14.6
1572,2977,2024-07-19,288,21,2,2,Completa,29,7,Friday,3,Zanahorias,Frutas y Verduras,3.25,2800,6.5
1573,500,2024-07-20,175,35,3,5,Pendiente,29,7,Saturday,3,Arroz,Conservas,4.25,1437,12.75
1574,514,2024-07-20,298,38,5,5,Completa,29,7,Saturday,3,Atún enlatado,Conservas,6.21,2182,31.05
1575,682,2024-07-20,200,17,2,2,Completa,29,7,Saturday,3,Manzanas,Frutas y Verduras,6.54,3383,13.08
1576,707,2024-07-20,216,8,4,3,Completa,29,7,Saturday,3,Milanesa,Carnicería,16.21,3140,64.84
1577,777,2024-07-20,235,9,1,5,Completa,29,7,Saturday,3,Pollo,Carnicería,18.56,4051,18.56
1578,803,2024-07-20,227,2,4,4,Pendiente,29,7,Saturday,3,Yogur,Lácteos,5.21,3358,20.84
1579,1461,2024-07-20,87,5,4,1,Completa,29,7,Saturday,3,Manteca,Lácteos,5.65,4929,22.6
1580,1547,2024-07-20,122,21,2,2,Completa,29,7,Saturday,3,Zanahorias,Frutas y Verduras,3.25,2800,6.5
1581,2676,2024-07-20,83,25,2,4,Completa,29,7,Saturday,3,Pizza congelada,Congelados,15.45,1640,30.9
